Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
613;1;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;41;0:41:00;Sin cebolla;
613;1;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;23;0:23:00;Sin cebolla;
613;1;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;31;0:31:00;Sin cebolla;
613;1;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;57;0:57:00;Sin cebolla;
614;19;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;50;0:50:00;Ninguna;
615;7;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;50;0:50:00;Ninguna;
615;7;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;43;0:43:00;Ninguna;
615;7;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;41;0:41:00;Ninguna;
615;7;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;22;0:22:00;Sin cebolla;
616;4;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;33;0:33:00;Ninguna;
616;4;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;14;0:14:00;Sin cebolla;
617;13;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;18;0:18:00;Sin cebolla;
617;13;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;33;0:33:00;Sin cebolla;
618;3;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;6;0:06:00;Sin cebolla;
618;3;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;35;0:35:00;Ninguna;
618;3;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;24;0:24:00;Ninguna;
618;3;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;53;0:53:00;Ninguna;
619;6;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;40;0:40:00;Ninguna;
619;6;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;56;0:56:00;Sin cebolla;
620;16;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;40;0:40:00;Sin cebolla;
621;5;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;8;0:08:00;Sin cebolla;
622;7;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;53;0:53:00;Ninguna;
622;7;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;25;0:25:00;Ninguna;
623;13;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;23;0:23:00;Ninguna;
623;13;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;59;0:59:00;Ninguna;
623;13;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;20;0:20:00;Ninguna;
623;13;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;43;0:43:00;Sin cebolla;
624;1;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;19;0:19:00;Sin cebolla;
624;1;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;45;0:45:00;Ninguna;
624;1;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;15;0:15:00;Sin cebolla;
625;5;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;12;0:12:00;Ninguna;
625;5;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;46;0:46:00;Sin cebolla;
625;5;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;39;0:39:00;Ninguna;
626;14;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;11;0:11:00;Ninguna;
626;14;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;36;0:36:00;Sin cebolla;
626;14;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;11;0:11:00;Sin cebolla;
627;4;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;37;0:37:00;Ninguna;
628;2;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;10;0:10:00;Ninguna;
628;2;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;33;0:33:00;Sin cebolla;
629;17;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;22;0:22:00;Sin cebolla;
629;17;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;19;0:19:00;Ninguna;
629;17;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;43;0:43:00;Sin cebolla;
630;2;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;19;0:19:00;Ninguna;
630;2;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;56;0:56:00;Ninguna;
631;6;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;46;0:46:00;Ninguna;
632;16;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;41;0:41:00;Sin cebolla;
632;16;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;47;0:47:00;Ninguna;
633;16;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;10;0:10:00;Ninguna;
633;16;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;51;0:51:00;Sin cebolla;
633;16;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;34;0:34:00;Ninguna;
633;16;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;54;0:54:00;Sin cebolla;
634;2;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;25;0:25:00;Ninguna;
634;2;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;38;0:38:00;Sin cebolla;
634;2;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;43;0:43:00;Sin cebolla;
634;2;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;51;0:51:00;Ninguna;
635;5;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;25;0:25:00;Sin cebolla;
636;14;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;45;0:45:00;Ninguna;
636;14;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;54;0:54:00;Sin cebolla;
636;14;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;52;0:52:00;Sin cebolla;
637;6;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;23;0:23:00;Sin cebolla;
637;6;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;6;0:06:00;Sin cebolla;
637;6;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;32;0:32:00;Ninguna;
638;16;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;44;0:44:00;Ninguna;
639;8;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;52;0:52:00;Ninguna;
639;8;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;29;0:29:00;Ninguna;
639;8;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;55;0:55:00;Ninguna;
640;14;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;7;0:07:00;Sin cebolla;
640;14;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;12;0:12:00;Ninguna;
640;14;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;56;0:56:00;Sin cebolla;
641;2;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;17;0:17:00;Ninguna;
641;2;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;28;0:28:00;Sin cebolla;
641;2;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;29;0:29:00;Ninguna;
642;15;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;6;0:06:00;Sin cebolla;
642;15;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;57;0:57:00;Sin cebolla;
642;15;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;18;0:18:00;Sin cebolla;
643;17;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;18;0:18:00;Ninguna;
644;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;51;0:51:00;Ninguna;
645;6;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;43;0:43:00;Sin cebolla;
645;6;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;54;0:54:00;Ninguna;
646;12;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;36;0:36:00;Ninguna;
647;12;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;13;0:13:00;Sin cebolla;
647;12;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;26;0:26:00;Sin cebolla;
648;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;47;0:47:00;Ninguna;
649;9;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;22;0:22:00;Sin cebolla;
649;9;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;40;0:40:00;Ninguna;
649;9;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;32;0:32:00;Sin cebolla;
649;9;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;15;0:15:00;Ninguna;
650;11;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;18;0:18:00;Sin cebolla;
650;11;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;35;0:35:00;Sin cebolla;
650;11;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;12;0:12:00;Sin cebolla;
650;11;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;11;0:11:00;Ninguna;
651;16;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;50;0:50:00;Ninguna;
651;16;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;9;0:09:00;Ninguna;
651;16;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;29;0:29:00;Ninguna;
652;14;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;12;0:12:00;Ninguna;
652;14;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;38;0:38:00;Sin cebolla;
653;13;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;51;0:51:00;Sin cebolla;
653;13;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;46;0:46:00;Ninguna;
653;13;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;53;0:53:00;Ninguna;
654;12;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;31;0:31:00;Ninguna;
654;12;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;13;0:13:00;Ninguna;
655;5;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;36;0:36:00;Sin cebolla;
656;19;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;13;0:13:00;Ninguna;
656;19;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;44;0:44:00;Sin cebolla;
656;19;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;39;0:39:00;Sin cebolla;
656;19;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;14;0:14:00;Ninguna;
657;1;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;55;0:55:00;Sin cebolla;
657;1;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;39;0:39:00;Sin cebolla;
657;1;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;40;0:40:00;Sin cebolla;
658;19;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;21;0:21:00;Sin cebolla;
658;19;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;27;0:27:00;Sin cebolla;
659;9;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;31;0:31:00;Ninguna;
660;19;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;24;0:24:00;Sin cebolla;
660;19;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;16;0:16:00;Ninguna;
660;19;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;5;0:05:00;Sin cebolla;
661;16;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;56;0:56:00;Sin cebolla;
661;16;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;22;0:22:00;Sin cebolla;
661;16;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;30;0:30:00;Ninguna;
661;16;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;27;0:27:00;Sin cebolla;
662;15;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;34;0:34:00;Ninguna;
662;15;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;10;0:10:00;Sin cebolla;
662;15;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;41;0:41:00;Ninguna;
663;3;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;40;0:40:00;Sin cebolla;
663;3;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;5;0:05:00;Sin cebolla;
663;3;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;42;0:42:00;Sin cebolla;
664;20;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;9;0:09:00;Ninguna;
664;20;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;42;0:42:00;Ninguna;
664;20;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;48;0:48:00;Sin cebolla;
665;6;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;25;0:25:00;Sin cebolla;
665;6;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;15;0:15:00;Sin cebolla;
666;8;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;27;0:27:00;Sin cebolla;
667;6;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;12;0:12:00;Ninguna;
668;12;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;59;0:59:00;Ninguna;
668;12;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;9;0:09:00;Sin cebolla;
668;12;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;47;0:47:00;Ninguna;
669;10;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;13;0:13:00;Sin cebolla;
669;10;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;14;0:14:00;Sin cebolla;
669;10;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;42;0:42:00;Sin cebolla;
670;16;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;26;0:26:00;Ninguna;
670;16;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;17;0:17:00;Sin cebolla;
670;16;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;32;0:32:00;Ninguna;
671;17;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;29;0:29:00;Sin cebolla;
671;17;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;32;0:32:00;Ninguna;
671;17;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;34;0:34:00;Ninguna;
672;12;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;21;0:21:00;Sin cebolla;
672;12;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;15;0:15:00;Sin cebolla;
672;12;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;42;0:42:00;Ninguna;
673;20;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;13;0:13:00;Ninguna;
673;20;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;10;0:10:00;Ninguna;
673;20;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;25;0:25:00;Ninguna;
673;20;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;45;0:45:00;Sin cebolla;
674;1;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;11;0:11:00;Ninguna;
674;1;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;12;0:12:00;Ninguna;
674;1;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;7;0:07:00;Sin cebolla;
674;1;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;35;0:35:00;Ninguna;
675;5;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;8;0:08:00;Ninguna;
675;5;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;54;0:54:00;Sin cebolla;
675;5;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;59;0:59:00;Ninguna;
676;7;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;45;0:45:00;Ninguna;
676;7;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;40;0:40:00;Sin cebolla;
676;7;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;12;0:12:00;Sin cebolla;
676;7;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;24;0:24:00;Ninguna;
677;14;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;55;0:55:00;Ninguna;
677;14;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;59;0:59:00;Sin cebolla;
677;14;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;34;0:34:00;Sin cebolla;
678;19;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;27;0:27:00;Ninguna;
678;19;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;37;0:37:00;Sin cebolla;
678;19;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;37;0:37:00;Sin cebolla;
678;19;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;20;0:20:00;Sin cebolla;
679;9;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;27;0:27:00;Sin cebolla;
679;9;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;11;0:11:00;Sin cebolla;
679;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;16;0:16:00;Sin cebolla;
679;9;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;52;0:52:00;Sin cebolla;
680;5;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;6;0:06:00;Sin cebolla;
680;5;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;49;0:49:00;Sin cebolla;
680;5;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;56;0:56:00;Ninguna;
681;2;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;44;0:44:00;Ninguna;
681;2;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;21;0:21:00;Sin cebolla;
682;1;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;43;0:43:00;Ninguna;
683;2;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;25;0:25:00;Sin cebolla;
683;2;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;35;0:35:00;Ninguna;
683;2;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;6;0:06:00;Sin cebolla;
683;2;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;16;0:16:00;Sin cebolla;
684;10;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;38;0:38:00;Ninguna;
684;10;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;10;0:10:00;Sin cebolla;
684;10;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;25;0:25:00;Ninguna;
684;10;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;37;0:37:00;Ninguna;
685;5;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;17;0:17:00;Sin cebolla;
686;10;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;37;0:37:00;Ninguna;
686;10;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;21;0:21:00;Sin cebolla;
687;2;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;29;0:29:00;Ninguna;
688;3;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;14;0:14:00;Sin cebolla;
689;14;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;16;0:16:00;Ninguna;
689;14;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;7;0:07:00;Ninguna;
689;14;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;6;0:06:00;Sin cebolla;
690;15;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;49;0:49:00;Ninguna;
690;15;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;16;0:16:00;Ninguna;
690;15;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;54;0:54:00;Ninguna;
690;15;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;24;0:24:00;Ninguna;
691;19;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;34;0:34:00;Ninguna;
692;9;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;33;0:33:00;Sin cebolla;
692;9;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;49;0:49:00;Ninguna;
692;9;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;11;0:11:00;Ninguna;
692;9;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;7;0:07:00;Ninguna;
693;15;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;20;0:20:00;Ninguna;
693;15;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;24;0:24:00;Ninguna;
694;5;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;20;0:20:00;Ninguna;
694;5;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;26;0:26:00;Sin cebolla;
694;5;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;40;0:40:00;Ninguna;
694;5;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;42;0:42:00;Sin cebolla;
695;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;30;0:30:00;Sin cebolla;
695;9;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;7;0:07:00;Sin cebolla;
696;2;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;23;0:23:00;Ninguna;
697;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;24;0:24:00;Ninguna;
697;4;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;41;0:41:00;Sin cebolla;
697;4;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;35;0:35:00;Sin cebolla;
697;4;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;7;0:07:00;Ninguna;
698;19;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;55;0:55:00;Sin cebolla;
698;19;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;12;0:12:00;Sin cebolla;
698;19;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;19;0:19:00;Sin cebolla;
698;19;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;15;0:15:00;Sin cebolla;
699;8;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;11;0:11:00;Sin cebolla;
700;8;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;37;0:37:00;Sin cebolla;
700;8;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;35;0:35:00;Sin cebolla;
700;8;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;14;0:14:00;Sin cebolla;
701;19;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;42;0:42:00;Sin cebolla;
701;19;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;55;0:55:00;Sin cebolla;
702;13;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;59;0:59:00;Ninguna;
702;13;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;36;0:36:00;Ninguna;
702;13;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;29;0:29:00;Sin cebolla;
702;13;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;31;0:31:00;Ninguna;
703;9;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;29;0:29:00;Sin cebolla;
704;13;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;38;0:38:00;Ninguna;
705;12;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;25;0:25:00;Sin cebolla;
705;12;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;8;0:08:00;Ninguna;
706;20;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;33;0:33:00;Sin cebolla;
707;15;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;31;0:31:00;Ninguna;
707;15;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;42;0:42:00;Sin cebolla;
707;15;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;53;0:53:00;Ninguna;
707;15;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;11;0:11:00;Ninguna;
708;5;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;24;0:24:00;Sin cebolla;
709;8;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;7;0:07:00;Ninguna;
709;8;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;33;0:33:00;Sin cebolla;
709;8;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;27;0:27:00;Sin cebolla;
709;8;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;31;0:31:00;Ninguna;
710;18;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;32;0:32:00;Ninguna;
710;18;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;45;0:45:00;Sin cebolla;
710;18;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;20;0:20:00;Sin cebolla;
710;18;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;43;0:43:00;Sin cebolla;
711;20;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;43;0:43:00;Ninguna;
711;20;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;16;0:16:00;Sin cebolla;
712;10;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;49;0:49:00;Ninguna;
